date,account_value
2024-11-25,974837.5718056441
2024-11-26,967970.065441644
2024-11-27,989360.345785644
2024-11-28,976453.347928644
2024-11-29,990820.0139506441
2024-12-02,1014418.6789246439
2024-12-03,992491.0693846439
2024-12-04,988132.4085646439
2024-12-05,981920.922694644
2024-12-06,998269.0947196439
2024-12-09,990242.564824644
2024-12-10,993674.813119644
2024-12-11,1004216.0125696439
2024-12-12,1006259.4405646439
2024-12-13,991214.844094644
2024-12-16,980961.5200696439
2024-12-17,979915.275724644
2024-12-18,1017464.8715386441
2024-12-19,1039482.8003776439
2024-12-20,1046746.8656236441
2024-12-23,1025982.850615644
2024-12-24,1034997.6624556441
2024-12-25,1019965.739245644
2024-12-26,1067049.9550636443
2024-12-27,1064089.8306346443
2024-12-30,1086992.5959946443
2024-12-31,1051235.9026636442
2025-01-02,1012762.6293166439
2025-01-03,991884.494194644
2025-01-06,988236.595960644
2025-01-07,1026029.332312644
2025-01-08,1013291.1933016441
2025-01-09,1006364.7509986439
2025-01-10,1011941.808949644
2025-01-13,1003861.099309644
2025-01-14,1053960.2731996442
2025-01-15,1032149.4278686441
2025-01-16,1024647.9398836441
2025-01-17,1032825.7888906441
2025-01-20,1054965.3515086442
2025-01-21,1072858.867789644
2025-01-22,1089060.9239476442
2025-01-23,1070091.3532486442
2025-01-24,1080083.6881486443
2025-01-27,1061742.6047836442
2025-02-05,1112445.7715956443
2025-02-06,1142080.9773796443
2025-02-07,1177575.476704644
2025-02-10,1189958.7351706445
2025-02-11,1236566.4366646442
2025-02-12,1359464.9191246442
2025-02-13,1367053.248829644
2025-02-14,1365754.245292644
2025-02-17,1368704.072074644
2025-02-18,1442698.0080046442
2025-02-19,1586137.279498644
2025-02-20,1536417.480565644
2025-02-21,1586286.468526644
2025-02-24,1506525.925594644
2025-02-25,1478460.546154644
2025-02-26,1491314.4741256442
2025-02-27,1485332.1548146443
2025-02-28,1424234.175724644
2025-03-03,1433121.5089666443
2025-03-04,1440192.964324644
2025-03-05,1457052.4550566445
2025-03-06,1476730.1179996443
2025-03-07,1455317.5740736441
2025-03-10,1456744.056208644
2025-03-11,1431170.9156746438
2025-03-12,1414932.675466644
2025-03-13,1378211.540704644
2025-03-14,1403043.1889266442
2025-03-17,1408766.375068644
2025-03-18,1412941.445296644
2025-03-19,1407196.5487246444
2025-03-20,1385747.8207486442
2025-03-21,1366148.3707246443
2025-03-24,1368067.232794644
2025-03-25,1346114.4352456443
2025-03-26,1342166.7669646442
2025-03-27,1346790.796267644
2025-03-28,1340088.6950746442
2025-03-31,1333236.0128626442
2025-04-01,1342744.5966286443
2025-04-02,1345677.1658086441
2025-04-03,1308078.431335644
2025-04-07,1177695.9953476442
2025-04-08,1157663.4518596441
2025-04-09,1203086.546785644
2025-04-10,1236153.9384946441
2025-04-11,1296079.000654644
2025-04-14,1272318.9540226443
2025-04-15,1243842.191548644
2025-04-16,1248489.323272644
2025-04-17,1230288.8001346444
2025-04-18,1229082.4831366441
2025-04-21,1253520.2827816443
2025-04-22,1233771.6437296441
2025-04-23,1244420.0212126442
2025-04-24,1223178.3767446443
2025-04-25,1224806.097568644
2025-04-28,1229046.299086644
2025-04-29,1290255.891163644
2025-04-30,1321859.2246966443
2025-05-06,1358074.8978946442
2025-05-07,1323630.289729644
2025-05-08,1319769.4631686443
2025-05-09,1313566.9787206445
2025-05-12,1325379.6443326443
2025-05-13,1318684.7799496443
2025-05-14,1329734.2428196443
2025-05-15,1286710.700260644
2025-05-16,1293725.6531296442
2025-05-19,1288487.6101126443
2025-05-20,1322840.9237296442
2025-05-21,1313619.0283816438
2025-05-22,1337793.242029644
2025-05-23,1308201.457105644
2025-05-26,1294671.1681126442
2025-05-27,1275099.2733376443
2025-05-28,1270895.2558696442
2025-05-29,1287846.0411496444
2025-05-30,1252366.015444644
2025-06-03,1252308.120964644
2025-06-04,1287680.986510644
2025-06-05,1332217.8529246442
2025-06-06,1330241.096374644
2025-06-09,1306237.7821846441
2025-06-10,1273290.632263644
2025-06-11,1276480.9426216444
2025-06-12,1262148.4828546443
2025-06-13,1251365.389963644
2025-06-16,1265233.025044644
2025-06-17,1256297.8181146441
2025-06-18,1264164.2074366442
2025-06-19,1269494.936992644
2025-06-20,1252228.516054644
2025-06-23,1244391.073972644
2025-06-24,1268301.7016236442
2025-06-25,1291719.9493396443
2025-06-26,1269208.248574644
2025-06-27,1283368.4168926443
2025-06-30,1282654.4798296446
2025-07-01,1282961.4866866444
2025-07-02,1252513.812481644
2025-07-03,1258808.9834686443
2025-07-04,1246247.588734644
2025-07-07,1238104.5317866444
2025-07-08,1259152.1743756442
2025-07-09,1241294.8421446441
2025-07-10,1240252.1877946442
2025-07-11,1244027.5646266441
2025-07-14,1244299.779424644
2025-07-15,1235219.836294644
2025-07-16,1233999.045676644
2025-07-17,1231115.742175644
2025-07-18,1263320.511295644
2025-07-21,1257262.0010266441
2025-07-22,1257805.7945956443
2025-07-23,1255466.5366516442
2025-07-24,1264259.7913636442
2025-07-25,1273079.3413846444
2025-07-28,1258346.4322576441
2025-07-29,1257132.6264616444
2025-07-30,1245556.2435856443
2025-07-31,1219025.016472644
2025-08-01,1201585.0892246442
2025-08-04,1202385.9290086443
2025-08-05,1223115.0212236443
2025-08-06,1220619.7597026443
2025-08-07,1217308.9327896445
2025-08-08,1200684.1444676444
2025-08-11,1207391.1776586443
2025-08-12,1213998.1058766444
2025-08-13,1250321.4854676442
2025-08-14,1236785.225700644
2025-08-15,1246158.279142644
2025-08-18,1292506.8816416443
2025-08-19,1265678.7488776445
2025-08-20,1300415.174508644
2025-08-21,1306795.4158476444
2025-08-22,1376861.5341436442
2025-08-25,1379452.512116644
2025-08-26,1434695.7316046443
2025-08-27,1401928.9799346442
2025-08-28,1437436.794133644
2025-08-29,1440752.009567644
2025-09-01,1460399.0612086442
2025-09-02,1387373.9705466444
2025-09-03,1368265.6720286442
2025-09-04,1294603.137508644
2025-09-05,1328208.9572206442
2025-09-08,1367694.4934066443
2025-09-09,1325235.259246644
2025-09-10,1320322.752765644
2025-09-11,1358291.988748644
2025-09-12,1368295.1232446441
2025-09-15,1393944.0847446444
2025-09-16,1419871.2727516445
2025-09-17,1438012.361276644
2025-09-18,1450815.460733644
2025-09-19,1433142.4715746443
2025-09-22,1471253.0150716444
2025-09-23,1438169.8086366442
2025-09-24,1494199.142300644
2025-09-25,1514942.9601236442
2025-09-26,1518627.7299956442
2025-09-29,1507882.658147644
2025-09-30,1520088.102049644
2025-10-09,1508870.5423146442
2025-10-10,1426696.1108066442
2025-10-13,1391718.2726886442
2025-10-14,1325336.924264644
2025-10-15,1347408.5836696438
2025-10-16,1335933.3257946444
2025-10-17,1281080.1891116442
2025-10-20,1280394.1799086442
2025-10-21,1306614.320030644
2025-10-22,1298505.817217644
2025-10-23,1301467.7638666441
2025-10-24,1334673.163686644
2025-10-27,1342460.8232136446
2025-10-28,1374535.6171146445
2025-10-29,1361510.2192996442
2025-10-30,1332183.8507316443
2025-10-31,1315472.1229996441
2025-11-03,1304048.4047526442
2025-11-04,1276389.980988644
2025-11-05,1267910.5094996444
2025-11-06,1284479.3696726442
2025-11-07,1266101.2571816442
2025-11-10,1269412.0840946443
2025-11-11,1246358.4890886443
2025-11-12,1249202.630873644
2025-11-13,1251019.245995644
2025-11-14,1225826.6325366443
2025-11-17,1221355.7484886444
2025-11-18,1231151.3102346442
2025-11-19,1208075.6268166443
2025-11-20,1193575.1313396443
2025-11-21,1167181.2582046443
2025-11-24,1180176.0961456443
2025-11-25,1182680.0227666441
2025-11-26,1181129.072287644
2025-11-27,1203600.7743196443
2025-11-28,1206837.3131956442
2025-12-01,1225278.854218644
2025-12-02,1223061.556720644
2025-12-03,1203674.4023596442
2025-12-04,1207168.1191426443
2025-12-05,1212063.422878644
2025-12-08,1222086.4921666444
2025-12-09,1212477.3271156442
2025-12-10,1249357.7814826444
2025-12-11,1229992.7155336442
2025-12-12,1277766.117040644
2025-12-15,1255723.0448536442
2025-12-16,1260378.003736644
2025-12-17,1269857.265994644
2025-12-18,1242333.5338966441
